,ABEV3 BZ EQUITY,ELET6 BZ EQUITY,BPAC11 BZ EQUITY,CSMG3 BZ EQUITY,FLRY3 BZ EQUITY,CCRO3 BZ EQUITY,CSNA3 BZ EQUITY,AZUL4 BZ EQUITY,EMBR3 BZ EQUITY,GFSA3 BZ EQUITY,CESP6 BZ EQUITY,BRAP4 BZ EQUITY,B3SA3 BZ EQUITY,ENAT3 BZ EQUITY,CIEL3 BZ EQUITY,GGBR4 BZ EQUITY,BRDT3 BZ EQUITY,CVCB3 BZ EQUITY,ENBR3 BZ EQUITY,BRFS3 BZ EQUITY,GNDI3 BZ EQUITY,BBAS3 BZ EQUITY,CMIG3 BZ EQUITY,CYRE3 BZ EQUITY,BRKM5 BZ EQUITY,ENGI11 BZ EQUITY,BBDC3 BZ EQUITY,CMIG4 BZ EQUITY,DTEX3 BZ EQUITY,GOAU4 BZ EQUITY,EQTL3 BZ EQUITY,BRML3 BZ EQUITY,BBDC4 BZ EQUITY,ECOR3 BZ EQUITY,CPLE6 BZ EQUITY,GOLL4 BZ EQUITY,YDUQ3 BZ EQUITY,EGIE3 BZ EQUITY,BRSR6 BZ EQUITY,CRFB3 BZ EQUITY,BBSE3 BZ EQUITY,EZTC3 BZ EQUITY,HAPV3 BZ EQUITY,BEEF3 BZ EQUITY,BTOW3 BZ EQUITY,CSAN3 BZ EQUITY,ELET3 BZ EQUITY,HGTX3 BZ EQUITY,HYPE3 BZ EQUITY,LAME4 BZ EQUITY,MULT3 BZ EQUITY,SEER3 BZ EQUITY,QUAL3 BZ EQUITY,TIET11 BZ EQUITY,IGTA3 BZ EQUITY,LIGT3 BZ EQUITY,RADL3 BZ EQUITY,TIMP3 BZ EQUITY,SLCE3 BZ EQUITY,MYPK3 BZ EQUITY,IRBR3 BZ EQUITY,RAIL3 BZ EQUITY,LINX3 BZ EQUITY,SMLS3 BZ EQUITY,NTCO3 BZ EQUITY,TOTS3 BZ EQUITY,ITSA4 BZ EQUITY,LREN3 BZ EQUITY,SMTO3 BZ EQUITY,ODPV3 BZ EQUITY,TRPL4 BZ EQUITY,RAPT4 BZ EQUITY,ITUB4 BZ EQUITY,MDIA3 BZ EQUITY,PETR3 BZ EQUITY,SULA11 BZ EQUITY,TUPY3 BZ EQUITY,RENT3 BZ EQUITY,MGLU3 BZ EQUITY,JBSS3 BZ EQUITY,SUZB3 BZ EQUITY,PETR4 BZ EQUITY,UGPA3 BZ EQUITY,SANB11 BZ EQUITY,MRFG3 BZ EQUITY,TAEE11 BZ EQUITY,POMO4 BZ EQUITY,USIM5 BZ EQUITY,SAPR11 BZ EQUITY,MRVE3 BZ EQUITY,KLBN11 BZ EQUITY,TEND3 BZ EQUITY,VALE3 BZ EQUITY,COGN3 BZ EQUITY,VIVT4 BZ EQUITY,PSSA3 BZ EQUITY,SBSP3 BZ EQUITY,PTBL3 BZ EQUITY,VVAR3 BZ EQUITY,PRNR3 BZ EQUITY,BPAN4 BZ EQUITY,GUAR3 BZ EQUITY,LOGN3 BZ EQUITY,SAPR4 BZ EQUITY,WEGE3 BZ EQUITY,MTRE3 BZ EQUITY,MOVI3 BZ EQUITY,CNTO3 BZ EQUITY,ARZZ3 BZ EQUITY,STBP3 BZ EQUITY,OIBR3 BZ EQUITY,ABCB4 BZ EQUITY,NEOE3 BZ EQUITY,BKBR3 BZ EQUITY,LCAM3 BZ EQUITY,SHOW3 BZ EQUITY,OIBR4 BZ EQUITY,ALPA4 BZ EQUITY,ALSO3 BZ EQUITY,HBOR3 BZ EQUITY,BIDI4 BZ EQUITY,UNIP6 BZ EQUITY,OMGE3 BZ EQUITY,GRND3 BZ EQUITY,POMO3 BZ EQUITY,DIRR3 BZ EQUITY,VIVA3 BZ EQUITY,GBIO33 BZ EQUITY,PMAM3 BZ EQUITY,LEVE3 BZ EQUITY,VLID3 BZ EQUITY,TCSA3 BZ EQUITY,CEAB3 BZ EQUITY,PRIO3 BZ EQUITY,AALR3 BZ EQUITY,ENEV3 BZ EQUITY,VULC3 BZ EQUITY,CGAS5 BZ EQUITY,ANIM3 BZ EQUITY,ALUP11 BZ EQUITY,PARD3 BZ EQUITY,KLBN4 BZ EQUITY,WIZS3 BZ EQUITY,CPFE3 BZ EQUITY,CLSC4 BZ EQUITY,ENGI3 BZ EQUITY,LWSA3 BZ EQUITY,APER3 BZ EQUITY,CAML3 BZ EQUITY,JHSF3 BZ EQUITY,BEES3 BZ EQUITY,SOMA3 BZ EQUITY,WHRL4 BZ EQUITY,SQIA3 BZ EQUITY,BRPR3 BZ EQUITY,SHUL4 BZ EQUITY,JSLG3 BZ EQUITY,AMBP3 BZ EQUITY,RLOG3 BZ EQUITY,GOAU3 BZ EQUITY,LOGG3 BZ EQUITY,FESA4 BZ EQUITY,MEAL3 BZ EQUITY,LJQQ3 BZ EQUITY,DMMO3 BZ EQUITY,TECN3 BZ EQUITY,SCAR3 BZ EQUITY,AGRO3 BZ EQUITY,CCPR3 BZ EQUITY,AURA33 BZ EQUITY,TIET3 BZ EQUITY,COCE5 BZ EQUITY,TRIS3 BZ EQUITY,EVEN3 BZ EQUITY,ITSA3 BZ EQUITY,DMVF3 BZ EQUITY,GEPA4 BZ EQUITY,LLIS3 BZ EQUITY,BBRK3 BZ EQUITY,BIDI11 BZ EQUITY,PGMN3 BZ EQUITY,BSEV3 BZ EQUITY,TGMA3 BZ EQUITY,AMAR3 BZ EQUITY,MILS3 BZ EQUITY,JPSA3 BZ EQUITY,LAVV3 BZ EQUITY,OFSA3 BZ EQUITY,HBSA3 BZ EQUITY,BMGB4 BZ EQUITY,LPSB3 BZ EQUITY,TFCO4 BZ EQUITY,PETZ3 BZ EQUITY,VAMO3 BZ EQUITY,MELK3 BZ EQUITY,PCAR3 BZ EQUITY,BMOB3 BZ EQUITY,ENJU3 BZ EQUITY,ESPA3 BZ EQUITY,BOAS3 BZ EQUITY,WEST3 BZ EQUITY,MDNE3 BZ EQUITY,CURY3 BZ EQUITY,INTB3 BZ EQUITY,ELMD3 BZ EQUITY,RDOR3 BZ EQUITY,MOSI3 BZ EQUITY,PLPL3 BZ EQUITY,ORVR3 BZ EQUITY,RRRP3 BZ EQUITY,MBLY3 BZ EQUITY,SEQL3 BZ EQUITY,CMIN3 BZ EQUITY,JALL3 BZ EQUITY,CASH3 BZ EQUITY,GMAT3 BZ EQUITY,OPCT3 BZ EQUITY,POWE3 BZ EQUITY,ALPK3 BZ EQUITY,NGRD3 BZ EQUITY,HBRE3 BZ EQUITY,CSED3 BZ EQUITY,AERI3 BZ EQUITY
2020-09-10,11.936,34.243,78.567,13.731,27.814,14.143,15.38,26.1,7.01,4.7,28.693,41.268,53.636,10.83,4.566,19.516,22.062,17.06,18.421,20.62,72.6,31.502,11.121,22.857,21.86,42.685,18.907,10.733,16.458,8.818,23.41,9.47,20.422,13.25,6.199,20.25,27.31,43.438,12.765,20.55,25.843,39.96,13.047,12.557,100.18,75.56,33.512,18.596,30.929,29.829,21.901,15.291,33.069,14.647,34.73,15.09,22.441,14.77,24.692,12.43,6.3,21.45,35.62,14.946,49.75,28.14,9.29,43.83,23.347,12.489,19.574,11.2747,23.562,36.269,22.15,39.963,16.66,51.765,22.04,22.53,46.35,22.12,21.011,28.35,16.6,27.442,2.899,10.79,27.15,17.281,24.62,30.067,53.759,5.88,47.943,51.12,48.12,5.203,18.02,9.41,8.66,17.165,19.09,5.373,62.047,15.25,17.272,29.56,56.473,5.2,1.6600000000000001,12.866,18.341,10.86,21.733,2.79,2.63,36.89,27.17,11.45,19.845,26.703,39.86,8.106,2.699,14.479,25.036,,11.64,16.982,9.815,11.02,12.36,39.59,11.75,11.945,6.14,178.957,10.143,23.77,23.688,4.86,9.9,29.78,52.565,12.978,14.219,28.379,12.646,6.898,5.271,10.65,7.02,23.75,9.277,12.926,9.437,30.58,20.59,7.754,30.833,17.402,3.79,14.335,1.204,1.04,39.07,20.583,13.501,59.64,2.94,59.5,11.7,12.32,10.47,11.83,46.433,5.52,1.6,56.865,10.1,5.54,25.448,8.05,6.91,23.15,8.2,29.105,,5.073,5.47,,13.725999999999999,,,14.268,,,,,,8.87,,,,,,,,,,,,,,,,,9.48,,,,
2020-09-11,11.674,33.881,77.554,13.457,26.988,14.025,16.0,26.58,6.8100000000000005,4.52,28.466,43.062,53.656,10.68,4.369,19.574,21.689,16.88,18.046,20.1,69.86,30.988,10.926,22.496,21.63,42.656,18.476,10.47,16.323,8.857,22.86,9.31,20.04,12.98,6.072,19.76,27.89,42.134,12.504,20.48,25.047,39.25,12.686,12.557,98.16,74.26,32.844,18.369,29.819,29.176,21.362,14.507,31.978,14.402,34.11,14.67,22.616,14.44,24.255,12.39,6.04,21.02,35.41,14.78,51.62,27.552,9.104,42.865,22.943,12.037,19.399,11.344,23.286,35.144,22.04,39.448,16.12,50.474,21.87,22.53,45.6,21.88,21.07,27.996,16.12,27.108,2.8289999999999997,10.62,26.64,16.795,24.2,30.007,56.901,5.7,47.28,50.102,46.95,5.055,17.96,9.26,8.356,16.521,18.81,5.255,61.719,15.11,16.697,28.3,55.274,5.0,1.63,12.593,17.679,10.6,20.972,2.7,2.6,37.04,26.81,11.23,19.345,26.312,39.73,7.7379999999999995,2.689,14.337,25.156,,11.25,16.816,9.352,10.54,11.82,39.61,11.11,11.725,6.08,178.196,9.597,23.49,23.332,4.74,9.58,28.84,54.645,12.88,14.566,27.741,12.379,7.165,5.015,10.65,6.904,23.18,9.128,12.73,9.069,30.89,20.1,7.735,30.288,16.742,3.69,14.584,1.164,1.05,38.57,20.69,13.154,58.613,2.9,59.25,11.53,12.41,10.381,11.3,45.743,5.35,1.6,55.485,9.9,4.95,25.142,7.75,7.01,22.42,7.93,28.707,,4.889,5.38,,16.721,,,14.834,,,,,,8.83,,,,,,,,,,,,,,,,,9.35,,,,
2020-09-14,12.188,33.719,80.9,13.488,28.183,14.626,16.2,28.25,6.9,4.71,28.427,42.726,56.251,10.82,4.674,19.938,21.826,17.64,18.214,20.74,73.0,31.438,11.199,23.399,21.99,43.964,18.76,10.528,16.938,8.946,23.24,9.86,20.275,13.6,6.194,21.2,30.11,42.418,12.368,20.58,25.43,40.99,13.181,12.887,100.47,74.24,32.815,19.357,30.393,30.818,22.274,15.988,32.861,14.52,35.99,14.82,22.706,14.52,24.334,13.58,6.12,21.49,36.1,15.856,53.26,28.747,9.212,44.735,22.923000000000002,12.371,19.436,12.0772,23.7,36.831,21.82,39.886,16.71,52.761,22.552,23.21,46.12,21.68,21.842,28.183,16.51,27.318,2.9779999999999998,10.85,26.65,17.387,24.75,30.651,56.864,5.98,47.319,51.129,47.65,5.587,18.37,9.54,8.552,16.989,18.41,5.305,62.952,15.35,17.659,29.22,56.682,5.19,1.85,12.963,17.817,10.83,21.921,2.77,2.83,37.26,27.94,11.64,20.315,26.908,39.54,7.857,2.749,14.611,25.494,,11.64,17.508,9.706,11.05,12.98,39.0,11.8,11.94,6.29,176.78,10.457,23.43,24.083,4.89,10.02,30.05,52.468,13.343,15.227,28.876,12.914,7.582,5.074,10.39,6.981,23.91,9.735,13.239,9.148,30.69,20.28,7.871,30.793,17.45,3.82,14.633,1.194,1.07,38.83,21.319,13.698,59.752,2.92,59.61,12.05,12.81,10.46,11.3,46.522,5.5600000000000005,1.7,59.154,9.77,5.11,25.793,8.28,6.97,23.41,8.12,28.807,,4.976,5.91,,15.712,,,14.776,,,,,,8.85,,,,,,,,,,,,,,,,,9.23,,,,
2020-09-15,12.498,32.901,79.322,13.79,28.348,14.34,16.59,28.03,6.87,4.65,28.565,43.446,54.862,10.7,4.527,21.089,21.65,17.48,18.342,21.61,71.27,31.079,11.092,23.256,22.3,43.398,18.525,10.334,16.717,9.415,22.78,9.77,20.059,13.33,6.237,20.86,29.7,42.869,12.32,20.92,25.666,41.05,13.187,13.44,99.9,75.71,31.602,18.754,30.783,30.927,22.166,15.497,32.672,14.51,36.07,14.82,22.716,14.4,25.664,13.1,5.92,21.29,36.16,16.042,53.5,28.897,9.094,44.019,24.036,12.489,19.436,12.1366,23.385,37.611,21.87,39.467,16.66,52.751,22.372,24.1,48.89,21.67,22.506,27.996,17.11,27.28,2.9779999999999998,11.23,26.297,17.106,25.5,30.284,57.498,5.8,47.21,50.833,46.8,5.429,18.55,9.49,8.464,16.658,18.0,5.275,63.697,15.11,17.461,29.19,57.058,5.11,1.81,12.846,17.679,11.07,21.466,2.7800000000000002,2.75,36.83,27.53,11.52,19.965,28.317,39.64,7.817,2.749,14.035,25.395,,11.54,17.293,9.46,10.74,12.9,38.99,11.66,12.06,6.22,179.166,10.233,23.62,23.935,5.03,10.05,29.7,52.044,13.018,15.22,28.135,13.086,7.433,5.015,10.59,6.981,23.81,9.705,12.975,9.148,30.78,20.04,8.242,31.08,17.584,3.69,15.022,1.184,1.08,38.6,21.532,13.82,60.872,2.92,59.1,11.83,12.83,10.401,11.12,45.535,5.59,1.69,58.495,9.78,5.09,25.191,8.14,6.71,23.5,8.05,28.658,,4.986,5.66,,15.473,,,14.766,,,,,,8.85,,,,,,,,,,,,,,,,,9.25,,,,
2020-09-16,12.178,32.701,79.431,13.863,28.863,13.916,16.31,29.09,6.92,4.54,28.575,42.861,54.613,10.78,4.507,20.833,21.571,18.2,18.312,21.35,71.86,31.176,11.287,22.828,22.06,44.53,18.643,10.519,17.188,9.239,23.14,9.98,20.098,13.08,6.267,21.57,30.4,41.879,12.156,21.05,25.784,40.09,13.225,12.955,98.5,75.22,31.87,18.448,30.024,30.551,22.686,15.988,32.791,14.451,36.82,15.18,22.782,14.23,25.605,13.18,5.92,21.5,36.04,16.355,52.73,29.046,9.094,44.516,23.376,12.607,19.454,11.7304,23.316,37.394,21.95,39.286,16.38,52.611,22.269,23.34,47.58,21.73,22.428,27.789,16.7,27.423,2.9779999999999998,10.88,26.493,16.98,25.07,29.572,56.001,5.83,46.635,50.329,46.88,5.459,18.16,9.43,8.356,16.824,18.0,5.265,62.564,15.59,17.769,28.43,56.226,5.12,1.8199999999999998,12.846,17.679,11.39,21.555,2.82,2.7800000000000002,36.1,28.19,11.65,20.055,28.512,39.24,7.8870000000000005,2.739,13.931000000000001,24.826999999999998,,11.52,17.576,9.509,10.78,13.07,38.77,11.61,11.89,6.3,178.681,10.157,23.82,23.589,4.9399999999999995,9.95,29.95,52.006,13.215,15.222,28.885,13.248,7.522,5.054,10.59,7.049,23.56,9.834,13.23,9.248,30.8,20.28,8.134,31.882,17.479,3.68,14.842,1.194,1.08,38.56,21.813,13.811,60.732,2.91,58.5,12.33,12.4,10.342,10.78,45.387,5.5,1.71,58.725,9.87,5.0,25.221,8.59,6.7,24.0,8.2,28.677,,4.976,5.7,,15.423,,,15.012,,,,,,8.8,,,,,,9.4,,,,,,,,,,,9.34,,,,
2020-09-17,12.76,32.777,79.153,13.967,28.689,13.985,16.73,28.91,6.97,4.5,28.19,43.82,54.288,10.72,4.487,21.079,21.748,17.8,18.293,21.36,69.7,31.234,11.228,22.467,22.62,43.662,18.711,10.626,16.717,9.415,23.33,9.79,20.147,13.15,6.308,21.11,29.82,41.997,12.175,21.48,25.666,39.35,12.789,12.78,97.31,75.61,31.793,18.27,30.452,29.789,22.48,15.978,32.355,14.529,36.39,15.15,22.72,14.25,25.644,13.06,5.91,21.78,35.5,16.257,52.74,28.269,9.084,44.208,23.357,12.543,19.5,11.8889,23.346,37.335,22.44,39.296,16.25,52.881,21.752,23.29,49.02,22.15,22.604,27.622,16.54,27.337,2.939,11.44,26.336,16.523,25.41,29.186,57.02,5.77,46.665,50.675,47.49,5.429,18.08,9.36,8.532,16.453,17.8,5.236,62.445,15.15,17.521,28.44,55.72,5.15,1.8399999999999999,12.798,17.808,11.37,21.753,2.82,2.75,36.08,27.46,11.51,19.625,27.877,39.38,7.857,2.769,13.817,24.08,,11.52,17.557,9.155,10.5,13.22,39.16,11.52,12.463,6.32,173.52,9.9,23.83,23.627,5.03,9.73,30.01,52.006,13.037,14.9,29.532,13.153,7.592,5.034,10.59,7.03,23.49,9.665,12.975,9.298,31.48,20.4,8.173,31.644,18.11,3.58,14.932,1.164,1.08,38.71,21.581,13.314,60.489,2.92,58.73,12.08,12.05,10.46,10.65,46.364,5.38,1.6600000000000001,58.195,9.6,4.99,24.501,8.27,6.67,23.35,8.09,28.598,,4.928,5.7,,15.573,,,15.246,,,,,,8.7,,,,,,9.4,,,,,,,,,,,9.36,,,,
2020-09-18,12.401,31.892,75.221,13.841,28.494,13.64,16.4,28.2,6.68,4.31,28.22,43.791,53.761,10.9,4.192,20.607,20.993,17.28,17.829,20.94,69.43,30.447,10.848,21.887,21.81,41.973,18.378,10.343,16.746,9.239,22.78,9.4,19.667,12.99,6.14,20.1,29.35,41.272,12.03,21.18,25.174,37.81,12.526,12.76,94.19,74.05,30.925,17.885,29.401,29.087,21.656,15.742,31.691,14.451,35.45,14.59,23.013,14.03,26.299,14.15,5.62,21.35,35.72,15.943999999999999,52.05,28.199,8.829,42.01,23.11,12.484,19.629,11.9384,22.764,36.733,21.94,37.943,15.92,52.631,21.767,23.27,50.05,21.65,22.428,26.913,16.43,26.945,2.8890000000000002,10.96,26.228,15.795,25.19,28.296,56.634,5.53,46.13,49.687,47.47,5.419,17.43,9.8,8.297,15.761,17.45,5.226,61.62,14.65,17.322,27.47,54.034,5.0,1.8,12.652,17.679,11.64,21.525,2.84,2.63,35.0,26.55,10.95,18.485,27.877,38.68,7.498,2.699,13.42,23.432,,11.06,17.011,9.007,9.92,12.98,38.11,11.14,12.72,6.08,174.879,9.6,23.56,23.587,4.97,9.6,29.0,51.524,12.426,14.646,29.729,12.856,7.383,5.025,10.45,7.01,23.16,9.407,12.367,8.999,30.81,20.1,8.047,31.694,17.383,3.41,14.832,1.154,1.04,39.01,21.542,13.350999999999999,61.33,2.91,58.05,11.64,11.69,10.145,10.0,45.032,5.25,1.6,54.526,9.38,4.82,23.87,8.24,6.53,22.53,8.05,28.807,,4.85,5.59,,15.213,,,15.058,,,,,,8.55,9.35,,,,,9.0,,,,,,,,,,,9.32,,,,
2020-09-21,12.343,32.13,72.084,13.77,28.407,13.157,16.23,26.0,6.36,4.22,28.23,42.563,53.732,10.4,4.084,20.243,20.796,16.52,18.007,20.52,69.17,30.0,10.546,21.688,22.13,41.66,18.055,10.158,16.16,9.102,22.85,9.13,19.374,12.4,6.194,18.4,29.05,41.428,11.808,21.02,24.722,37.43,12.56,12.518,97.97,73.36,31.221,17.578,29.537,29.176,21.038,15.693,31.909,14.49,33.85,14.45,22.78,13.86,25.951999999999998,13.41,5.41,20.44,35.01,14.818999999999999,51.49,27.96,8.818999999999999,41.224,22.726,12.662,19.924,11.6511,22.567,36.052,21.28,39.029,15.63,50.743,22.152,22.99,48.53,20.9,21.9,26.874,16.53,27.06,2.76,10.9,26.258,15.63,24.78,27.494,55.11,5.5600000000000005,46.061,48.777,47.16,5.173,17.45,9.08,8.062,15.127,16.53,5.246,63.021,14.29,16.667,26.79,53.638,4.85,1.72,12.418,17.511,11.08,21.002,2.82,2.5300000000000002,36.0,25.72,10.59,17.735,27.388,38.3,7.478,2.669,13.042,22.516,,10.64,16.66,8.761,9.52,12.35,37.11,11.21,12.903,6.48,168.559,9.75,23.9,23.687,4.9,9.36,28.5,51.428,12.653,14.576,28.416,12.77,7.086,4.995,10.19,6.981,22.87,9.148,11.858,8.82,30.75,19.28,7.969,30.565,16.914,3.21,14.932,1.115,1.03,37.75,21.494,13.032,61.572,2.91,56.08,11.15,11.8,10.194,11.5,44.924,5.1,1.56,51.386,9.3,4.63,22.795,7.8,6.1,21.97,8.0,27.903,,4.753,5.4,,14.924,,,14.908,,,,,,8.21,9.46,,,,,8.5,,,,,,,,,,,9.22,,,,
2020-09-22,12.411,32.187,72.679,14.015,28.135,13.414,16.78,26.27,6.18,4.31,28.259,42.813,54.939,10.26,4.182,20.371,20.944,16.2,17.987,20.38,68.44,29.942,10.721,22.372,22.64,41.729,18.241,10.343,16.419,9.122,22.59,9.1,19.491,12.68,6.201,18.18,28.79,41.389,11.885,21.33,24.85,37.4,12.55,12.294,94.25,71.97,30.982,17.519,30.082,28.83,20.959,16.037,31.681,14.392,33.45,14.72,23.029,13.85,25.773,13.63,5.75,20.61,34.93,14.956,51.0,28.299,8.818999999999999,41.731,22.637,12.435,20.081,11.6709,22.764,35.776,21.27,38.963,16.01,51.672,22.349,22.5,47.37,20.8,21.94,27.061,16.29,27.06,2.75,10.76,26.581,16.213,24.33,27.9,55.318,5.67,45.932,49.025,48.3,5.577,17.58,9.11,8.131,15.166,16.35,5.265,64.234,14.25,16.816,26.37,54.679,4.84,1.79,12.389,17.976,11.35,21.041,2.85,2.6,36.24,25.98,10.58,17.645,27.319,38.02,7.668,2.64,13.146,23.91,,10.71,16.68,8.633,9.63,12.57,36.5,11.32,12.803,6.42,169.624,9.897,24.06,24.362,4.8100000000000005,9.26,29.0,51.438,12.653,14.933,28.173,13.0,7.235,5.005,10.13,6.9719999999999995,23.1,9.337,12.054,8.721,30.0,19.68,7.998,30.377,16.78,3.3,14.932,1.085,1.04,37.55,21.416,12.939,60.779,2.891,57.89,11.24,11.76,10.096,13.1,44.47,5.14,1.5899999999999999,51.656,9.8,4.5,22.962,7.83,6.26,22.0,7.8,27.873,,4.704,5.22,,15.473,,,15.034,,,,,,8.88,9.67,,,,,8.58,,,,,,,,,,,9.2,,,,
2020-09-23,12.062,31.292,72.61,13.867,27.104,13.443,16.11,26.75,6.04,4.24,28.19,42.851,53.531,10.13,4.064,20.302,20.453,16.36,17.622,19.8,66.81,29.32,10.585,21.754,21.24,40.548,17.761,10.129,16.285,9.092,22.12,8.77,19.031,12.65,6.088,17.86,28.35,40.576,11.556000000000001,20.5,24.299,36.39,12.506,11.974,91.4,68.96,30.342,17.341,28.924,28.563,20.42,15.203,30.967,14.333,32.58,14.67,22.75,13.38,25.406,13.47,6.3,20.79,34.7,15.034,50.1,27.014,8.642,39.901,21.879,11.903,20.118,11.4629,22.153,35.134,20.75,38.553,15.63,58.893,21.598,21.62,46.63,20.23,20.992,26.293,15.63,26.945,2.661,10.51,26.326,15.902,24.26,27.544,56.552,5.51,44.941,48.669,47.77,5.212,16.93,8.91,7.8469999999999995,14.863,16.2,5.246,62.126,13.92,17.779,26.2,53.192,4.71,1.75,11.97,17.511,10.87,24.676,2.7800000000000002,2.57,35.85,25.22,10.3,17.565,26.996,37.42,7.598,2.6,12.853,22.824,,10.31,16.465,8.427,9.53,11.97,34.85,10.62,12.903,6.19,173.92,9.323,23.98,22.742,4.78,9.05,28.44,51.332,12.348,14.528,28.594,12.531,6.977,4.936,10.0,6.836,22.01,9.088,11.573,8.600999999999999,30.35,19.34,7.891,28.804,16.991,3.36,14.882,1.065,1.02,37.29,21.668,12.600999999999999,58.333,2.891,58.6,11.05,11.49,9.88,14.18,44.578,5.04,1.6,52.326,9.56,4.26,21.719,7.44,6.0,21.76,7.74,27.247,,4.6850000000000005,5.0,,14.774000000000001,,,14.434,,,,,,9.2,9.64,,,,,8.9,,,,,,,,,,,9.17,,,,
2020-09-24,12.285,31.339,73.543,13.901,27.066,13.591,15.82,26.85,6.18,4.25,28.555,43.33,56.481,10.18,4.104,20.332,20.688,17.12,17.711,19.82,67.87,29.553,10.936,22.267,21.02,41.231,18.045,10.489,16.899,9.083,22.45,8.82,19.393,12.74,6.283,17.94,29.01,40.889,11.856,21.07,24.85,36.92,12.518,11.789,95.15,69.49,30.562,17.44,29.936,28.572,20.351,15.154,32.504,14.392,32.43,14.75,23.318,13.54,25.386,14.06,7.08,20.7,34.72,15.044,50.21,27.88,8.868,40.09,22.096,11.913,20.597,11.9087,22.695,35.598,20.9,39.267,15.86,57.914,22.302,21.66,46.0,20.4,20.825,27.012,15.67,27.222,2.7,10.4,26.395,16.116,24.43,28.138,56.131,5.5,45.228,48.669,48.2,5.222,17.04,8.85,8.042,14.698,16.16,5.236,64.105,14.09,17.729,26.11,53.44,4.34,1.75,12.097,17.6,11.06,24.427,2.75,2.54,36.82,25.24,10.67,18.135,27.251,37.15,7.688,2.61,13.052,23.641,,10.2,16.543,8.633,9.6,11.93,36.5,10.68,12.575,6.21,168.436,9.453,24.18,22.961,4.84,9.34,28.63,51.053,12.604,14.424,27.188,12.484,7.056,4.926,10.0,6.943,22.28,9.198,11.652,8.552,30.25,19.42,7.9,28.477,16.8,3.43,15.181,1.056,1.02,37.28,21.222,12.704,56.578,2.891,58.5,11.28,11.84,10.204,12.94,44.578,5.06,1.69,53.486,9.6,4.3,22.193,7.37,6.07,21.5,7.92,26.542,7.5600000000000005,4.879,4.96,,15.203,,,14.964,,,,,,9.39,10.0,,,,,9.18,,,,,,,,,,,9.21,,,,
2020-09-25,12.45,31.178,73.771,13.719,26.551,13.522,15.91,26.78,6.12,4.5600000000000005,28.998,43.676,55.682,10.1,4.084,20.164,20.482,16.75,17.79,19.59,67.68,29.437,10.741,22.439,20.78,41.27,18.006,10.256,16.477,9.034,22.6,8.72,19.374,12.8,6.128,17.84,28.61,40.821,11.846,20.89,24.614,36.58,12.556000000000001,11.605,95.41,68.3,30.581,17.173,29.81,28.731,19.743,14.86,32.96,14.343,31.69,14.44,22.999,13.58,25.079,13.61,7.17,20.84,34.66,14.682,50.17,28.209,8.858,39.682,21.899,11.952,20.293,11.8691,22.576999999999998,35.49,20.68,39.372,15.88,58.923,22.634,21.6,48.14,20.13,20.698,26.775,15.74,27.031,2.681,10.27,25.934,16.018,24.55,28.098,56.696,5.58,44.911,48.59,48.31,5.153,17.72,8.88,7.984,14.376,16.17,5.167,63.866,13.91,17.471,25.6,54.074,4.22,1.74,11.97,17.442,11.11,24.834,2.65,2.5,38.68,24.75,10.83,17.825,27.211,37.46,7.8469999999999995,2.61,12.985,23.791,,10.27,16.378,8.466,9.5,12.33,35.5,10.59,12.608,6.4,166.04,9.457,24.57,23.16,4.76,9.2,28.32,51.043,12.564,14.259,25.782,12.493,7.185,4.926,10.05,6.913,22.35,9.247,12.23,8.452,30.1,19.29,7.949,28.239,16.962,3.36,14.753,1.204,1.03,37.4,21.068,12.564,57.203,2.891,59.85,11.0,11.7,10.273,12.88,44.578,4.99,1.78,53.196,9.48,4.28,22.262,7.4,6.03,21.3,7.9,26.562,7.42,4.801,5.0,,14.974,,8.5,14.806000000000001,,,,,,9.77,10.39,,,,,9.05,,,,,,,,,,,9.27,,,,
