ticker
WEGE3 BZ EQUITY
OIBR3 BZ EQUITY
OIBR4 BZ EQUITY
OMGE3 BZ EQUITY
PMAM3 BZ EQUITY
PRIO3 BZ EQUITY
PTBL3 BZ EQUITY
SAPR4 BZ EQUITY
STBP3 BZ EQUITY
SHOW3 BZ EQUITY
UNIP6 BZ EQUITY
VLID3 BZ EQUITY
VULC3 BZ EQUITY
WIZS3 BZ EQUITY
BPAN4 BZ EQUITY
CNTO3 BZ EQUITY
NEOE3 BZ EQUITY
BIDI4 BZ EQUITY
VIVA3 BZ EQUITY
CEAB3 BZ EQUITY
ANIM3 BZ EQUITY
LWSA3 BZ EQUITY
PRNR3 BZ EQUITY
MTRE3 BZ EQUITY
ABCB4 BZ EQUITY
ALPA4 BZ EQUITY
GRND3 BZ EQUITY
GBIO33 BZ EQUITY
AALR3 BZ EQUITY
PARD3 BZ EQUITY
GUAR3 BZ EQUITY
ARZZ3 BZ EQUITY
BKBR3 BZ EQUITY
ALSO3 BZ EQUITY
POMO3 BZ EQUITY
LEVE3 BZ EQUITY
ENEV3 BZ EQUITY
ALUP11 BZ EQUITY
LOGN3 BZ EQUITY
MOVI3 BZ EQUITY
LCAM3 BZ EQUITY
HBOR3 BZ EQUITY
DIRR3 BZ EQUITY
TCSA3 BZ EQUITY
CGAS5 BZ EQUITY
CPFE3 BZ EQUITY
KLBN4 BZ EQUITY
ENGI3 BZ EQUITY
WHRL4 BZ EQUITY
RLOG3 BZ EQUITY
DMMO3 BZ EQUITY
COCE5 BZ EQUITY
GEPA4 BZ EQUITY
BSEV3 BZ EQUITY
CAML3 BZ EQUITY
BRPR3 BZ EQUITY
FESA4 BZ EQUITY
SCAR3 BZ EQUITY
TIET3 BZ EQUITY
LLIS3 BZ EQUITY
TGMA3 BZ EQUITY
OFSA3 BZ EQUITY
CLSC4 BZ EQUITY
BEES3 BZ EQUITY
JSLG3 BZ EQUITY
MEAL3 BZ EQUITY
CCPR3 BZ EQUITY
EVEN3 BZ EQUITY
BIDI11 BZ EQUITY
JPSA3 BZ EQUITY
APER3 BZ EQUITY
SQIA3 BZ EQUITY
GOAU3 BZ EQUITY
TECN3 BZ EQUITY
TRIS3 BZ EQUITY
BBRK3 BZ EQUITY
MILS3 BZ EQUITY
LPSB3 BZ EQUITY
JHSF3 BZ EQUITY
SHUL4 BZ EQUITY
LOGG3 BZ EQUITY
AGRO3 BZ EQUITY
ITSA3 BZ EQUITY
AMAR3 BZ EQUITY
BMGB4 BZ EQUITY
PCAR3 BZ EQUITY
SOMA3 BZ EQUITY
AMBP3 BZ EQUITY
LJQQ3 BZ EQUITY
AURA33 BZ EQUITY
DMVF3 BZ EQUITY
PGMN3 BZ EQUITY
LAVV3 BZ EQUITY
PETZ3 BZ EQUITY
HBSA3 BZ EQUITY
MELK3 BZ EQUITY
BOAS3 BZ EQUITY
CURY3 BZ EQUITY
PLPL3 BZ EQUITY
SEQL3 BZ EQUITY
GMAT3 BZ EQUITY
ALPK3 BZ EQUITY
TFCO4 BZ EQUITY
ENJU3 BZ EQUITY
MDNE3 BZ EQUITY
RDOR3 BZ EQUITY
RRRP3 BZ EQUITY
CASH3 BZ EQUITY
NGRD3 BZ EQUITY
AERI3 BZ EQUITY
VAMO3 BZ EQUITY
ESPA3 BZ EQUITY
INTB3 BZ EQUITY
MOSI3 BZ EQUITY
MBLY3 BZ EQUITY
JALL3 BZ EQUITY
POWE3 BZ EQUITY
CSED3 BZ EQUITY
BMOB3 BZ EQUITY
WEST3 BZ EQUITY
ELMD3 BZ EQUITY
ORVR3 BZ EQUITY
CMIN3 BZ EQUITY
OPCT3 BZ EQUITY
HBRE3 BZ EQUITY
